oid,relname,relkind,size,size_pretty
16411,customer,r,43512659968,41 GB
16443,customer_i1,i,2203197440,2101 MB
16458,customer_i2,i,4058062848,3870 MB
16416,district,r,100040704,95 MB
16441,district_i1,i,14254080,14 MB
16419,history,r,9489219584,9050 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1244291072,1187 MB
16446,new_order_i1,i,1054670848,1006 MB
16428,order_line,r,134681624576,125 GB
16445,order_line_i1,i,47983902720,45 GB
16431,orders,r,7878868992,7514 MB
16442,orders_i1,i,4696031232,4478 MB
16456,orders_i2,i,4843978752,4620 MB
16434,stock,r,83504635904,78 GB
16447,stock_i1,i,5488705536,5234 MB
16437,warehouse,r,18907136,18 MB
16440,warehouse_i1,i,1212416,1184 kB
