oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16436,customer_i1,i,2111733760,60839109,1462991024,69.28,354900,8713952,0.41,366700040,17.36
16438,customer_i2,i,4088193024,61207337,2912286152,71.24,147959,7094008,0.17,848976476,20.77
16440,district_i1,i,11755520,20223,323568,2.75,26,416,0,11193696,95.22
16442,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16444,new_order_i1,i,1129480192,19256898,462165552,40.92,1991920,47806080,4.23,523219988,46.32
16446,order_line_i1,i,50307645440,1295504110,32305883088,64.22,13171719,316121256,0.63,11712328612,23.28
16448,orders_i1,i,4770226176,121414426,2931582464,61.46,0,0,0,1286761372,26.97
16450,orders_i2,i,4847239168,122459290,2939936608,60.65,298,7152,0,1350505972,27.86
16452,stock_i1,i,5296857088,200024081,3200579120,60.42,3440306,55104776,1.04,1167036368,22.03
16454,warehouse_i1,i,1253376,2000,32000,2.55,0,0,0,1187348,94.73
16406,customer,r,42847043584,60000000,35177835136,82.1,5020308,2984610221,6.97,3951883868,9.22
16412,district,r,157442048,20000,2286995,1.45,3730,431876,0.27,148400076,94.26
16415,history,r,9533882368,120075727,8585535044,90.05,0,0,0,39016084,0.41
16418,item,r,10633216,100000,9785910,92.03,0,0,0,57644,0.54
16421,new_order,r,1356677120,19177428,652032552,48.06,1702990,57901660,4.27,388176272,28.61
16424,order_line,r,133726601216,1200848071,102509469642,76.66,52978337,4553254892,3.4,15790341680,11.81
16427,orders,r,8074772480,120086478,6206142000,76.86,783285,39164250,0.49,578584308,7.17
16430,stock,r,81364590592,200000000,66181713386,81.34,8191011,2714219598,3.34,10238079244,12.58
16433,warehouse,r,74194944,2000,217793,0.29,0,0,0,71006152,95.7
