oid,relname,relkind,size,size_pretty
16411,customer,r,43349680128,40 GB
16458,customer_i1,i,2294947840,2189 MB
16443,customer_i2,i,4198244352,4004 MB
16416,district,r,809541632,772 MB
16447,district_i1,i,22913024,22 MB
16419,history,r,9981739008,9519 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1208614912,1153 MB
16446,new_order_i1,i,1014661120,968 MB
16428,order_line,r,134572048384,125 GB
16442,order_line_i1,i,52976222208,49 GB
16431,orders,r,8035459072,7663 MB
16441,orders_i1,i,4855791616,4631 MB
16456,orders_i2,i,4864172032,4639 MB
16434,stock,r,82533351424,77 GB
16445,stock_i1,i,5472968704,5219 MB
16437,warehouse,r,46333952,44 MB
16440,warehouse_i1,i,2441216,2384 kB
