oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16422,customer_i1,i,1897431040,60384668,1450382096,76.44,276673,6853368,0.36,171610584,9.04
16438,customer_i2,i,3495567360,60348518,2869052240,82.08,234866,11569840,0.33,308573864,8.83
16424,district_i1,i,7127040,20000,320000,4.49,0,0,0,6630740,93.04
16426,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16428,new_order_i1,i,1036156928,18227389,437457336,42.22,1418526,34044624,3.29,475765736,45.92
16430,order_line_i1,i,54747619328,1407228037,34995916496,63.92,4362042,104703040,0.19,13194550508,24.1
16432,orders_i1,i,4981743616,135453369,3294891592,66.14,0,0,0,1076968844,21.62
16439,orders_i2,i,5364817920,137556498,3311726200,61.73,7,168,0,1428671832,26.63
16434,stock_i1,i,4896702464,203801961,3300901776,67.41,1249439,23056600,0.47,698038164,14.26
16436,warehouse_i1,i,745472,2000,32000,4.29,0,0,0,683412,91.68
16392,customer,r,42424344576,60000000,35222629655,83.02,2562968,1529899946,3.61,4945561184,11.66
16398,district,r,430456832,20000,2289078,0.53,0,0,0,410777532,95.43
16401,history,r,10316087296,130126901,9283526777,89.99,0,0,0,42078288,0.41
16404,item,r,10641408,100000,9792157,92.02,0,0,0,60384,0.57
16407,new_order,r,1208139776,18222601,619568434,51.28,1319003,44846102,3.71,305500488,25.29
16410,order_line,r,139297996800,1301219366,111137162578,79.78,77534561,6663934892,4.78,9682944164,6.95
16413,orders,r,8680980480,130130974,6730365446,77.53,1735687,86894058,1,473173240,5.45
16416,stock,r,78299103232,200000000,66181569810,84.52,12412963,4108198134,5.25,5844181816,7.46
16419,warehouse,r,205012992,2000,217546,0.11,0,0,0,196883176,96.03
