oid,relname,relkind,size,size_pretty
16411,customer,r,43356610560,40 GB
16458,customer_i1,i,2292563968,2186 MB
16443,customer_i2,i,4187471872,3993 MB
16416,district,r,662044672,631 MB
16447,district_i1,i,14835712,14 MB
16419,history,r,9763012608,9311 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1243840512,1186 MB
16446,new_order_i1,i,1054040064,1005 MB
16428,order_line,r,138137993216,129 GB
16442,order_line_i1,i,52323573760,49 GB
16431,orders,r,8131837952,7755 MB
16441,orders_i1,i,4879728640,4654 MB
16456,orders_i2,i,5005901824,4774 MB
16434,stock,r,82754830336,77 GB
16445,stock_i1,i,5487337472,5233 MB
16437,warehouse,r,19800064,19 MB
16440,warehouse_i1,i,1507328,1472 kB
