oid,relname,relkind,size,size_pretty
16411,customer,r,43579498496,41 GB
16442,customer_i1,i,2266497024,2162 MB
16458,customer_i2,i,4097515520,3908 MB
16416,district,r,89997312,86 MB
16447,district_i1,i,15155200,14 MB
16419,history,r,9359892480,8926 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1249705984,1192 MB
16445,new_order_i1,i,1116356608,1065 MB
16428,order_line,r,132131864576,123 GB
16446,order_line_i1,i,46923816960,44 GB
16431,orders,r,7806042112,7444 MB
16443,orders_i1,i,4576346112,4364 MB
16456,orders_i2,i,4783841280,4562 MB
16434,stock,r,83963076608,78 GB
16444,stock_i1,i,5455929344,5203 MB
16437,warehouse,r,20578304,20 MB
16441,warehouse_i1,i,1449984,1416 kB
