oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16442,customer_i1,4,3,2266497024,41827,1395,275276,0,0,75.26,16.49
16458,customer_i2,4,3,4097515520,16948,3845,496339,0,0,76.95,14.71
16447,district_i1,4,2,15155200,412,7,1842,0,0,2.97,50.11
16440,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16445,new_order_i1,4,3,1116061696,42442,579,78079,0,57579,85.06,10.15
16446,order_line_i1,4,3,46923816960,41827,33593,5694411,0,0,75.65,20.67
16443,orders_i1,4,3,4576346112,41827,2750,555885,0,0,73.43,18.86
16456,orders_i2,4,3,4783841280,41827,2952,581012,0,0,70.37,34.63
16444,stock_i1,4,3,5455929344,81517,2391,663615,0,0,74.24,17.66
16441,warehouse_i1,4,1,1449984,3,1,175,0,0,3.1,49.71
