oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2221850624,41827,1362,269859,0,0,76.76,14.81
16442,customer_i2,4,3,4025032704,16948,3790,487546,0,0,78.33,13.17
16444,district_i1,4,2,11411456,412,6,1386,0,0,3.83,49.42
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1116717056,42442,603,79940,0,55774,85.05,10.78
16450,order_line_i1,4,3,51262390272,41827,37077,6220538,0,0,78.54,22.75
16452,orders_i1,4,3,5039439872,41827,3160,612005,0,0,71.16,21.63
16454,orders_i2,4,3,5248475136,41827,3250,637432,0,0,68.5,36.13
16456,stock_i1,4,3,5469192192,81517,2396,665229,0,0,74.06,17.86
16458,warehouse_i1,4,1,1458176,3,1,174,0,2,3.11,49.43
