oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2216501248,41827,1346,269222,0,0,76.94,14.61
16442,customer_i2,4,3,3937255424,16948,3671,476950,0,0,80.06,11.24
16444,district_i1,4,2,19324928,412,9,2349,0,0,2.38,50.36
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1031331840,42442,513,81705,0,43676,85.19,11.32
16450,order_line_i1,4,3,56108269568,41827,41178,6807975,0,0,71.87,22.03
16452,orders_i1,4,3,5383069696,41827,3341,653771,0,0,74.82,18.84
16454,orders_i2,4,3,5429035008,41827,3341,659382,0,0,74.81,36.63
16456,stock_i1,4,3,5476851712,81517,2400,666160,0,0,74.17,17.97
16458,warehouse_i1,4,1,1785856,3,1,216,0,0,2.56,48.15
