oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16992,customer_i1,i,1893351424,62205345,1493343864,78.87,1242207,29824232,1.58,90489420,4.78
17009,customer_i2,i,3494789120,62226232,2956731528,84.6,1301279,61939920,1.77,158004444,4.52
16994,district_i1,i,2834432,20000,320000,11.29,0,0,0,2396052,84.53
16996,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16998,new_order_i1,i,1038827520,18139651,435351624,41.91,3157509,75780216,7.29,431889612,41.57
17000,order_line_i1,i,41583894528,1084255516,26534445352,63.81,1267947,30435576,0.07,10075829504,24.23
17002,orders_i1,i,3908837376,106737249,2605806448,66.66,0,0,0,821948676,21.03
17008,orders_i2,i,4043685888,109075044,2624256848,64.9,7646,183504,0,927021432,22.93
17004,stock_i1,i,4492378112,203758221,3260137664,72.57,2147206,34355688,0.76,323446816,7.2
17006,warehouse_i1,i,303104,2000,32000,10.56,0,0,0,244500,80.67
16928,customer,r,40384192512,60000000,35146148019,87.03,1575536,931659087,2.31,3618664212,8.96
16934,district,r,145367040,20000,2287997,1.57,0,0,0,137154808,94.35
16937,history,r,8312922112,104540303,7477116062,89.95,0,0,0,34852300,0.42
16940,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16943,new_order,r,1206181888,18132285,616497690,51.11,2784228,94663752,7.85,251745148,20.87
16946,order_line,r,109734789120,1045232058,89133623104,81.23,36730302,3156876498,2.88,8199508224,7.47
16949,orders,r,6673489920,104521618,5398859566,80.9,699338,35004182,0.52,172192236,2.58
16952,stock,r,73608503296,200000000,66181729614,89.91,7529418,2492086281,3.39,2900077956,3.94
16955,warehouse,r,18456576,2000,218102,1.18,0,0,0,17482928,94.72
