oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2140012544,41827,1250,259981,0,0,81.21,11.58
16442,customer_i2,4,3,3984777216,16948,3755,482667,0,0,80.58,12.29
16444,district_i1,4,2,12484608,412,7,1516,0,0,3.53,49.47
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1029431296,42442,641,88186,0,36835,85.5,8.92
16450,order_line_i1,4,3,48174505984,41827,34477,5846199,0,0,80.27,21.54
16452,orders_i1,4,3,4681129984,41827,2847,568579,0,0,75.33,19.28
16454,orders_i2,4,3,4983103488,41827,3115,605173,0,0,71.18,35.33
16456,stock_i1,4,3,5460017152,81517,2392,664113,0,0,74.18,17.72
16458,warehouse_i1,4,1,1318912,3,1,159,0,0,3.38,49.69
