oid,relname,relkind,size,size_pretty
16411,customer,r,43828609024,41 GB
16443,customer_i1,i,2253258752,2149 MB
16458,customer_i2,i,4122525696,3932 MB
16416,district,r,648200192,618 MB
16441,district_i1,i,11771904,11 MB
16419,history,r,9369878528,8936 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1193877504,1139 MB
16446,new_order_i1,i,1039867904,992 MB
16428,order_line,r,133350940672,124 GB
16445,order_line_i1,i,47729426432,44 GB
16431,orders,r,7881891840,7517 MB
16442,orders_i1,i,4685799424,4469 MB
16456,orders_i2,i,4835123200,4611 MB
16434,stock,r,84529102848,79 GB
16447,stock_i1,i,5458419712,5206 MB
16437,warehouse,r,19685376,19 MB
16440,warehouse_i1,i,835584,816 kB
