oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16442,customer_i1,4,3,2245509120,41827,1381,272728,0,0,75.96,15.71
16458,customer_i2,4,3,4093755392,16948,3843,495882,0,0,77.02,14.63
16447,district_i1,4,2,14704640,412,7,1787,0,0,3.04,49.97
16440,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16445,new_order_i1,4,3,973406208,42442,507,85417,0,32899,85.32,12.39
16446,order_line_i1,4,3,48880664576,41827,35118,5931759,0,0,78.49,20.68
16443,orders_i1,4,3,4758732800,41827,2870,578029,0,0,73.76,18.82
16456,orders_i2,4,3,4980072448,41827,3104,604814,0,0,70.72,35.37
16444,stock_i1,4,3,5471232000,81517,2394,665480,0,0,74.04,17.89
16441,warehouse_i1,4,1,1540096,3,1,185,0,1,2.95,50.81
