oid,relname,relkind,size,size_pretty
16411,customer,r,43642953728,41 GB
16442,customer_i1,i,2245509120,2141 MB
16458,customer_i2,i,4093755392,3904 MB
16416,district,r,749649920,715 MB
16447,district_i1,i,14704640,14 MB
16419,history,r,9740992512,9290 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1106173952,1055 MB
16445,new_order_i1,i,973668352,929 MB
16428,order_line,r,137392988160,128 GB
16446,order_line_i1,i,48880664576,46 GB
16431,orders,r,8101052416,7726 MB
16443,orders_i1,i,4758732800,4538 MB
16456,orders_i2,i,4980072448,4749 MB
16434,stock,r,83825573888,78 GB
16444,stock_i1,i,5471232000,5218 MB
16437,warehouse,r,28139520,27 MB
16441,warehouse_i1,i,1564672,1528 kB
