datid,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,conflicts,temp_files,temp_bytes,deadlocks,checksum_failures,checksum_last_failure,blk_read_time,blk_write_time,stats_reset
0,,0,0,0,73,17429,5516,3941,18,0,0,0,0,0,0,,,0,0,2021-04-21 15:43:03.621598+00
13434,postgres,0,686,0,1227,59685,85181,33006,12,397,12,0,0,0,0,,,0,0,2021-04-21 15:43:03.621543+00
16385,tpcc,1,3578,0,69706470,65463918,1059186581,43802,998086135,454,54,0,64,29493821440,0,,,0,0,2021-04-21 15:43:04.19982+00
1,template1,0,572,0,1207,43942,77580,25541,12,402,12,0,0,0,0,,,0,0,2021-04-21 16:18:18.276353+00
13433,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
