oid,relname,relkind,size,size_pretty
16411,customer,r,43676114944,41 GB
16440,customer_i1,i,2233597952,2130 MB
16442,customer_i2,i,4066533376,3878 MB
16416,district,r,95248384,91 MB
16444,district_i1,i,13115392,13 MB
16419,history,r,10179993600,9708 MB
16422,item,r,10665984,10 MB
16446,item_i1,i,2260992,2208 kB
16425,new_order,r,1183424512,1129 MB
16448,new_order_i1,i,1021026304,974 MB
16428,order_line,r,144692109312,135 GB
16450,order_line_i1,i,51797368832,48 GB
16431,orders,r,8409382912,8020 MB
16452,orders_i1,i,5026480128,4794 MB
16454,orders_i2,i,5087707136,4852 MB
16434,stock,r,83506216960,78 GB
16456,stock_i1,i,5458886656,5206 MB
16437,warehouse,r,13893632,13 MB
16458,warehouse_i1,i,1187840,1160 kB
