oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16436,customer_i1,i,1962377216,60694071,1457441056,74.27,180367,4354680,0.22,230574868,11.75
16438,customer_i2,i,4073177088,60850791,2894090920,71.05,73668,3526272,0.09,857740704,21.06
16440,district_i1,i,12623872,20000,320000,2.53,0,0,0,12060244,95.54
16442,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16444,new_order_i1,i,1255809024,19034696,456832704,36.38,2237050,53689200,4.28,648607252,51.65
16446,order_line_i1,i,49290878976,1271882950,31650033120,64.21,2154308,51703392,0.1,11771147280,23.88
16448,orders_i1,i,4810055680,117125429,2813155480,58.48,0,0,0,1461632720,30.39
16450,orders_i2,i,4856250368,117256833,2814206712,57.95,0,0,0,1505766960,31.01
16452,stock_i1,i,5364170752,200016560,3201609296,59.69,2278636,36739664,0.68,1255657028,23.41
16454,warehouse_i1,i,1261568,2000,32000,2.54,0,0,0,1195476,94.76
16406,customer,r,42583613440,60000000,35171774746,82.59,4522474,2681534436,6.3,3998757184,9.39
16412,district,r,154025984,20000,2287937,1.49,22,2559,0,145540748,94.49
16415,history,r,9290137600,116972051,8364582845,90.04,0,0,0,38494560,0.41
16418,item,r,10633216,100000,9785910,92.03,0,0,0,57644,0.54
16421,new_order,r,1459429376,19021776,646740384,44.31,1552799,52795166,3.62,493378832,33.81
16424,order_line,r,131227369472,1169725264,99834295132,76.08,111215500,9558583954,7.28,11157639480,8.5
16427,orders,r,7935967232,116980226,6044928200,76.17,282614,14130700,0.18,670938840,8.45
16430,stock,r,80370532352,200000000,66181713386,82.35,5840363,1935881077,2.41,10038854096,12.49
16433,warehouse,r,17760256,2000,217981,1.23,0,0,0,16815596,94.68
