oid,relname,relkind,size,size_pretty
16411,customer,r,43818680320,41 GB
16440,customer_i1,i,2189131776,2088 MB
16442,customer_i2,i,4099022848,3909 MB
16416,district,r,99696640,95 MB
16444,district_i1,i,11804672,11 MB
16419,history,r,9675071488,9227 MB
16422,item,r,10665984,10 MB
16446,item_i1,i,2260992,2208 kB
16425,new_order,r,1181605888,1127 MB
16448,new_order_i1,i,946823168,903 MB
16428,order_line,r,138360627200,129 GB
16450,order_line_i1,i,49030234112,46 GB
16431,orders,r,8337137664,7951 MB
16452,orders_i1,i,4812931072,4590 MB
16454,orders_i2,i,5015764992,4783 MB
16434,stock,r,83886743552,78 GB
16456,stock_i1,i,5474451456,5221 MB
16437,warehouse,r,40173568,38 MB
16458,warehouse_i1,i,1032192,1008 kB
