oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16992,customer_i1,i,1904664576,62554575,1503191144,78.92,1578722,38117888,2,80819772,4.24
17009,customer_i2,i,3494928384,60302689,2865313232,81.98,199272,9602136,0.27,313997040,8.98
16994,district_i1,i,6086656,20000,320000,5.26,0,0,0,5598484,91.98
16996,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16998,new_order_i1,i,1063714816,18260924,438262176,41.2,1423177,34156248,3.21,501948840,47.19
17000,order_line_i1,i,51945553920,1340744170,33164436592,63.84,3279808,78727880,0.15,12562562508,24.18
17002,orders_i1,i,4896079872,128522012,3110415176,63.53,0,0,0,1204829024,24.61
17008,orders_i2,i,5135138816,129943489,3121789656,60.79,2,48,0,1423006752,27.71
17004,stock_i1,i,4573650944,205683737,3299101680,72.13,2311808,38830760,0.85,352058028,7.7
17006,warehouse_i1,i,409600,2000,32000,7.81,0,0,0,350164,85.49
16928,customer,r,42006609920,60000000,35213319475,83.83,2352602,1402032796,3.34,4672065460,11.12
16934,district,r,374874112,20000,2288079,0.61,0,0,0,357259172,95.3
16937,history,r,9958023168,125660665,8967553578,90.05,0,0,0,40811212,0.41
16940,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16943,new_order,r,1118633984,18243203,620268902,55.45,1396202,47470868,4.24,220123032,19.68
16946,order_line,r,136313856000,1256779576,107317221546,78.73,66043034,5676227844,4.16,11806749224,8.66
16949,orders,r,8340496384,125677838,6498761170,77.92,1272229,63693264,0.76,446027828,5.35
16952,stock,r,77148971008,200000000,66181729614,85.78,12449134,4120116306,5.34,4705503876,6.1
16955,warehouse,r,179683328,2000,218118,0.12,0,0,0,172540204,96.02
