oid,relname,relkind,size,size_pretty
16411,customer,r,43379630080,40 GB
16442,customer_i1,i,2273558528,2168 MB
16458,customer_i2,i,4031848448,3845 MB
16416,district,r,108208128,103 MB
16440,district_i1,i,15319040,15 MB
16419,history,r,9342885888,8910 MB
16422,item,r,10665984,10 MB
16447,item_i1,i,2260992,2208 kB
16425,new_order,r,1303085056,1243 MB
16444,new_order_i1,i,1147682816,1095 MB
16428,order_line,r,133090934784,124 GB
16441,order_line_i1,i,47409618944,44 GB
16431,orders,r,7809818624,7448 MB
16443,orders_i1,i,4649811968,4434 MB
16456,orders_i2,i,4800118784,4578 MB
16434,stock,r,83040428032,77 GB
16445,stock_i1,i,5502083072,5247 MB
16437,warehouse,r,16080896,15 MB
16446,warehouse_i1,i,1581056,1544 kB
