oid,relname,relkind,size,size_pretty
16411,customer,r,43146493952,40 GB
16458,customer_i1,i,2269700096,2165 MB
16443,customer_i2,i,4143087616,3951 MB
16416,district,r,86179840,82 MB
16447,district_i1,i,20176896,19 MB
16419,history,r,10014367744,9550 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1045929984,997 MB
16446,new_order_i1,i,1017446400,970 MB
16428,order_line,r,140234752000,131 GB
16442,order_line_i1,i,53498855424,50 GB
16431,orders,r,8155381760,7778 MB
16441,orders_i1,i,4931715072,4703 MB
16456,orders_i2,i,4938473472,4710 MB
16434,stock,r,82085888000,76 GB
16445,stock_i1,i,5462286336,5209 MB
16437,warehouse,r,23830528,23 MB
16440,warehouse_i1,i,1499136,1464 kB
