relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
3541,pg_catalog,pg_range,0,0,521,0,0,0,0,0,6,0,0,2020-11-10 23:55:21.289283+00,2020-11-11 09:02:40.083193+00,2020-11-10 23:55:08.673273+00,,1,1,1,0
3600,pg_catalog,pg_ts_dict,0,0,0,0,0,0,0,0,23,0,0,2020-11-10 23:55:21.287532+00,2020-11-11 09:02:39.891143+00,2020-11-10 23:55:08.673849+00,,1,1,1,0
3764,pg_catalog,pg_ts_template,0,0,0,0,0,0,0,0,5,0,0,2020-11-10 23:55:21.289003+00,2020-11-11 09:02:39.921229+00,2020-11-10 23:55:08.674064+00,,1,1,1,0
1213,pg_catalog,pg_tablespace,205,409,3082,2286,0,0,0,0,2,0,0,2020-11-10 23:55:21.281781+00,2020-11-11 09:02:39.799851+00,2020-11-10 23:55:08.672169+00,,3,3,3,0
1259,pg_catalog,pg_class,1853,472036,1790336,1800010,22,14,0,14,410,0,0,2020-11-10 23:55:21.268905+00,2020-11-11 09:02:39.386222+00,2020-11-10 23:55:08.666044+00,,1,1,1,0
2617,pg_catalog,pg_operator,0,0,35660,135571,0,0,0,0,778,0,0,2020-11-10 23:55:21.26865+00,2020-11-11 09:02:39.467041+00,2020-11-10 23:55:08.664292+00,,1,1,1,0
2603,pg_catalog,pg_amproc,86,215,9728,16289,0,0,0,0,449,0,0,2020-11-10 23:55:21.276476+00,2020-11-11 09:02:39.556199+00,2020-11-10 23:55:08.668815+00,,1,1,1,0
2336,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.303118+00,2020-11-11 09:02:40.60859+00,,,1,1,0,0
2609,pg_catalog,pg_description,0,0,7,2,4,2,0,2,4565,0,1,2020-11-10 23:55:21.262873+00,2020-11-11 09:02:39.679325+00,2020-11-10 23:55:08.661825+00,,1,1,1,0
2611,pg_catalog,pg_inherits,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.294004+00,2020-11-11 09:02:39.433124+00,2020-11-10 23:55:08.675068+00,,1,1,1,0
