oid,relname,relkind,size,size_pretty
16411,customer,r,43304804352,40 GB
16441,customer_i1,i,1979777024,1888 MB
16458,customer_i2,i,4024008704,3838 MB
16416,district,r,73269248,70 MB
16442,district_i1,i,13344768,13 MB
16419,history,r,9158803456,8735 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1174102016,1120 MB
16443,new_order_i1,i,1072832512,1023 MB
16428,order_line,r,130215837696,121 GB
16445,order_line_i1,i,46359887872,43 GB
16431,orders,r,7725703168,7368 MB
16456,orders_i1,i,4599504896,4386 MB
16446,orders_i2,i,4733173760,4514 MB
16434,stock,r,82807463936,77 GB
16447,stock_i1,i,5462835200,5210 MB
16437,warehouse,r,23158784,22 MB
16444,warehouse_i1,i,1040384,1016 kB
