oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16442,customer_i1,i,2238914560,60361798,1455048536,64.99,1118980,29455368,1.32,477819596,21.34
16452,customer_i2,i,3657252864,60276952,2876586856,78.65,338546,18500832,0.51,453476076,12.4
16440,district_i1,i,15564800,20000,320000,2.06,0,0,0,14978196,96.23
16435,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16438,new_order_i1,i,1133002752,18283036,438792864,38.73,138450,3322800,0.29,606828308,53.56
16437,order_line_i1,i,53958721536,1388137807,34659930344,64.23,4756598,114168496,0.21,12819427004,23.76
16441,orders_i1,i,4977475584,134876753,3287531336,66.05,0,0,0,1082503084,21.75
16451,orders_i2,i,5373222912,136687853,3302025136,61.45,5,120,0,1450161620,26.99
16439,stock_i1,i,5492523008,207419995,3380354872,61.54,20453135,360908352,6.57,777276864,14.15
16436,warehouse_i1,i,1400832,2000,32000,2.28,0,0,0,1333652,95.2
16406,customer,r,44735578112,60000000,35215105032,78.72,4164928,2489109883,5.56,6267740312,14.01
16411,district,r,910295040,20000,2289218,0.25,0,0,0,874391316,96.06
16414,history,r,10027991040,126441251,9024246975,89.99,0,0,0,40664320,0.41
16417,item,r,10641408,100000,9792157,92.02,0,0,0,60384,0.57
16420,new_order,r,1259593728,18275910,621380940,49.33,145576,4949584,0.39,398247684,31.62
16423,order_line,r,138331987968,1264416353,107973706554,78.05,101961905,8763412260,6.34,10116414812,7.31
16426,orders,r,8687927296,126445867,6538633264,75.26,2736289,136976656,1.58,659076132,7.59
16429,stock,r,84955381760,200000000,66181569810,77.9,21925392,7255798636,8.54,9155237564,10.78
16432,warehouse,r,444145664,2000,217570,0.05,0,0,0,425083636,95.71
