oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16442,customer_i1,4,3,2238652416,41827,1361,271911,0,0,76.18,15.46
16458,customer_i2,4,3,4074758144,16948,3830,493576,0,0,77.38,14.23
16447,district_i1,4,2,13524992,412,7,1643,0,0,3.29,49.36
16440,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16445,new_order_i1,4,3,964673536,42442,504,86096,0,31157,85.42,12.86
16446,order_line_i1,4,3,47636791296,41827,34061,5780976,0,0,76.18,21.39
16443,orders_i1,4,3,4663877632,41827,2828,566492,0,0,72.5,19.92
16456,orders_i2,4,3,4837269504,41827,3001,587485,0,0,70.01,34.9
16444,stock_i1,4,3,5483110400,81517,2393,666931,0,0,73.87,18.07
16441,warehouse_i1,4,1,1318912,3,1,159,0,0,3.38,49.06
