oid,relname,relkind,size,size_pretty
16411,customer,r,43544494080,41 GB
16442,customer_i1,i,2238652416,2135 MB
16458,customer_i2,i,4074758144,3886 MB
16416,district,r,84844544,81 MB
16447,district_i1,i,13524992,13 MB
16419,history,r,9415172096,8979 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1096507392,1046 MB
16445,new_order_i1,i,964927488,920 MB
16428,order_line,r,133518516224,124 GB
16446,order_line_i1,i,47636791296,44 GB
16431,orders,r,7867039744,7503 MB
16443,orders_i1,i,4663877632,4448 MB
16456,orders_i2,i,4837269504,4613 MB
16434,stock,r,83499220992,78 GB
16444,stock_i1,i,5483110400,5229 MB
16437,warehouse,r,16867328,16 MB
16441,warehouse_i1,i,1318912,1288 kB
