oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2078990336,41827,1187,252595,0,0,81.98,8.99
16442,customer_i2,4,3,4085407744,16948,3843,494863,0,0,77.18,14.45
16444,district_i1,4,2,10600448,412,6,1287,0,0,4.11,49.57
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1159774208,42442,639,84371,0,56563,85.33,11.08
16450,order_line_i1,4,3,49723228160,41827,35786,6033943,0,0,78.14,22.93
16452,orders_i1,4,3,4859969536,41827,2987,590270,0,0,71.72,21.4
16454,orders_i2,4,3,4927815680,41827,3057,598482,0,0,71.03,35.14
16456,stock_i1,4,3,5472649216,81517,2399,665648,0,0,74.01,17.91
16458,warehouse_i1,4,1,917504,3,1,110,0,0,4.75,51.82
