relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
4171,pg_toast,pg_toast_1247,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.173062+00,2020-11-11 12:55:07.869204+00,,,1,1,0,0
4151,pg_toast,pg_toast_1417,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.197396+00,2020-11-11 12:55:07.711147+00,,,1,1,0,0
16404,public,customer,3,180000000,240671887,745009353,60000000,89206766,0,81051761,59958269,12408008,15138259,2020-11-11 10:39:34.922326+00,,2020-11-11 10:29:13.344614+00,2020-11-11 12:40:57.190402+00,1,0,1,11
3592,pg_catalog,pg_shseclabel,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.200501+00,2020-11-11 12:55:21.934418+00,2020-11-11 10:29:12.997086+00,,3,4,3,0
3603,pg_catalog,pg_ts_config_map,0,0,0,0,0,0,0,0,437,0,0,2020-11-11 10:29:25.17919+00,2020-11-11 12:55:07.293631+00,2020-11-11 10:29:12.990127+00,,1,1,1,0
3079,pg_catalog,pg_extension,1498,3706,181,139,3,5,0,5,4,0,2,2020-11-11 10:29:25.189689+00,2020-11-11 12:55:07.348513+00,2020-11-11 10:29:12.99483+00,,1,1,1,0
2830,pg_toast,pg_toast_2604,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.195774+00,2020-11-11 12:55:07.623358+00,,,1,1,0,0
826,pg_catalog,pg_default_acl,0,0,6,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.199675+00,2020-11-11 12:55:07.406348+00,2020-11-11 10:29:12.996541+00,,1,1,1,0
3501,pg_catalog,pg_enum,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.200289+00,2020-11-11 12:55:07.147366+00,2020-11-11 10:29:12.996958+00,,1,1,1,0
2224,pg_catalog,pg_sequence,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.195129+00,2020-11-11 12:55:07.503866+00,2020-11-11 10:29:12.99609+00,,1,1,1,0
4157,pg_toast,pg_toast_2612,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.18634+00,2020-11-11 12:55:07.744393+00,,,1,1,0,0
4155,pg_toast,pg_toast_3394,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.18054+00,2020-11-11 12:55:07.733464+00,,,1,1,0,0
3118,pg_catalog,pg_foreign_table,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.193877+00,2020-11-11 12:55:06.780845+00,2020-11-11 10:29:12.99715+00,,1,1,1,0
