oid,relname,relkind,size,size_pretty
16404,customer,r,42531241984,40 GB
16434,customer_i1,i,1973477376,1882 MB
16450,customer_i2,i,3874422784,3695 MB
16410,district,r,379322368,362 MB
16436,district_i1,i,19456000,19 MB
16413,history,r,8959459328,8544 MB
16416,item,r,10665984,10 MB
16438,item_i1,i,2260992,2208 kB
16419,new_order,r,1203142656,1147 MB
16440,new_order_i1,i,1065893888,1017 MB
16422,order_line,r,125383147520,117 GB
16442,order_line_i1,i,49957748736,47 GB
16425,orders,r,7842471936,7479 MB
16444,orders_i1,i,4835409920,4611 MB
16451,orders_i2,i,4913627136,4686 MB
16428,stock,r,78170275840,73 GB
16446,stock_i1,i,5107261440,4871 MB
16431,warehouse,r,15466496,15 MB
16448,warehouse_i1,i,1605632,1568 kB
