oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16992,customer_i1,i,1892646912,62242094,1493862368,78.93,1839729,44156088,2.33,72403528,3.83
17009,customer_i2,i,3494805504,60240305,2861775072,81.89,126944,6050456,0.17,321504064,9.2
16994,district_i1,i,5144576,20000,320000,6.22,0,0,0,4663764,90.65
16996,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16998,new_order_i1,i,1265778688,18299249,439181976,34.7,981184,23548416,1.86,714557800,56.45
17000,order_line_i1,i,55217569792,1412108479,35001940448,63.39,3732448,89589088,0.16,13649512744,24.72
17002,orders_i1,i,4934746112,134233797,3241932424,65.7,0,0,0,1088303328,22.05
17008,orders_i2,i,5346689024,135400551,3251272224,60.81,2,48,0,1479868888,27.68
17004,stock_i1,i,4505075712,204247148,3269220144,72.57,2568781,41296504,0.92,316371848,7.02
17006,warehouse_i1,i,507904,2000,32000,6.3,0,0,0,447700,88.15
16928,customer,r,41263054848,60000000,35229092826,85.38,1821872,1084418148,2.63,4240896660,10.28
16934,district,r,175423488,20000,2288075,1.3,0,0,0,166115216,94.69
16937,history,r,10494672896,132376120,9448621573,90.03,0,0,0,44612012,0.43
16940,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16943,new_order,r,1475698688,18292748,621953432,42.15,987742,33583228,2.28,559361460,37.9
16946,order_line,r,139144339456,1323848084,113082111660,81.27,72011822,6189306296,4.45,7878308396,5.66
16949,orders,r,8629846016,132381619,6847258692,79.34,613693,30743334,0.36,341799112,3.96
16952,stock,r,75021475840,200000000,66181729614,88.22,9608781,3180362589,4.24,3575939716,4.77
16955,warehouse,r,86482944,2000,218114,0.25,0,0,0,82860016,95.81
