oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16422,customer_i1,i,1892925440,60576647,1453980600,76.81,184431,4427504,0.23,165572932,8.75
16438,customer_i2,i,3494821888,60524091,2875510152,82.28,196494,9347208,0.27,303052628,8.67
16424,district_i1,i,3014656,20000,320000,10.61,0,0,0,2574868,85.41
16426,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16428,new_order_i1,i,873021440,18121768,434922432,49.82,2472590,59342160,6.8,286886908,32.86
16430,order_line_i1,i,78836940800,1957519274,47971090752,60.85,3964832,95156640,0.12,21739190616,27.57
16432,orders_i1,i,6756179968,189854325,4581493688,67.81,0,0,0,1323167564,19.58
16439,orders_i2,i,7462322176,191325660,4593188152,61.55,4002,96048,0,2002609380,26.84
16434,stock_i1,i,4525670400,201182470,3220858224,71.17,85694,1374880,0.03,447182644,9.88
16436,warehouse_i1,i,204800,2000,32000,15.62,0,0,0,146964,71.76
16392,customer,r,39760658432,60000000,35203494906,88.54,1030816,618884357,1.56,3269655808,8.22
16398,district,r,108175360,20000,2289658,2.12,0,0,0,101546716,93.87
16401,history,r,14805188608,187654993,13346756220,90.15,0,0,0,58558364,0.4
16404,item,r,10641408,100000,9792157,92.02,0,0,0,60384,0.57
16407,new_order,r,1016700928,18119259,616054806,60.59,1840903,62590702,6.16,118849776,11.69
16410,order_line,r,194430705664,1876698963,160602895820,82.6,68342776,5873988574,3.02,10584209436,5.44
16413,orders,r,11936055296,187673879,9722803190,81.46,842422,42124792,0.35,105270380,0.88
16416,stock,r,72567431168,200000000,66181569810,91.2,4400125,1456347361,2.01,3006294772,4.14
16419,warehouse,r,50888704,2000,216726,0.43,0,0,0,48666584,95.63
