oid,relname,relkind,size,size_pretty
16392,customer,r,39771676672,37 GB
16422,customer_i1,i,1892925440,1805 MB
16438,customer_i2,i,3494821888,3333 MB
16398,district,r,129343488,123 MB
16424,district_i1,i,3014656,2944 kB
16401,history,r,14809260032,14 GB
16404,item,r,10674176,10 MB
16426,item_i1,i,2260992,2208 kB
16407,new_order,r,1017004032,970 MB
16428,new_order_i1,i,873259008,833 MB
16410,order_line,r,194482806784,181 GB
16430,order_line_i1,i,78836940800,73 GB
16413,orders,r,11939323904,11 GB
16432,orders_i1,i,6756179968,6443 MB
16439,orders_i2,i,7462322176,7117 MB
16416,stock,r,72587501568,68 GB
16434,stock_i1,i,4525670400,4316 MB
16419,warehouse,r,61431808,59 MB
16436,warehouse_i1,i,204800,200 kB
