oid,relname,relkind,size,size_pretty
16410,customer,r,41212731392,38 GB
16439,customer_i1,i,1893179392,1805 MB
16455,customer_i2,i,3494805504,3333 MB
16415,district,r,98983936,94 MB
16441,district_i1,i,3399680,3320 kB
16418,history,r,10285662208,9809 MB
16421,item,r,10665984,10 MB
16443,item_i1,i,2260992,2208 kB
16424,new_order,r,1329520640,1268 MB
16445,new_order_i1,i,1175117824,1121 MB
16427,order_line,r,139249745920,130 GB
16447,order_line_i1,i,53310513152,50 GB
16430,orders,r,8431812608,8041 MB
16449,orders_i1,i,4886257664,4660 MB
16456,orders_i2,i,5232033792,4990 MB
16433,stock,r,74907262976,70 GB
16451,stock_i1,i,4493172736,4285 MB
16436,warehouse,r,47095808,45 MB
16453,warehouse_i1,i,344064,336 kB
