oid,relname,relkind,size,size_pretty
16411,customer,r,43005501440,40 GB
16458,customer_i1,i,2284494848,2179 MB
16443,customer_i2,i,4171743232,3978 MB
16416,district,r,727146496,693 MB
16447,district_i1,i,21954560,21 MB
16419,history,r,9851494400,9395 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1158971392,1105 MB
16446,new_order_i1,i,1003290624,957 MB
16428,order_line,r,135580041216,126 GB
16442,order_line_i1,i,52159389696,49 GB
16431,orders,r,7967465472,7598 MB
16441,orders_i1,i,4785881088,4564 MB
16456,orders_i2,i,4829364224,4606 MB
16434,stock,r,81723195392,76 GB
16445,stock_i1,i,5474680832,5221 MB
16437,warehouse,r,37437440,36 MB
16440,warehouse_i1,i,2179072,2128 kB
