oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16440,customer_i1,i,2263351296,60007985,1440191640,63.63,6,144,0,551887488,24.38
16442,customer_i2,i,4015456256,60007988,2850746032,70.99,1,48,0,851537584,21.21
16444,district_i1,i,14368768,20030,320480,2.23,0,0,0,13790908,95.98
16446,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16448,new_order_i1,i,889479168,19546120,469106880,52.74,600342,14408208,1.62,315384796,35.46
16450,order_line_i1,i,52280442880,1337070346,32305226048,61.79,243137,5835288,0.01,13852607384,26.5
16452,orders_i1,i,4957347840,133141490,3217227600,64.9,0,0,0,1139066336,22.98
16454,orders_i2,i,5091762176,134699433,3234140904,63.52,6329,151896,0,1248305184,24.52
16456,stock_i1,i,5470715904,200011954,3200191264,58.5,95378,1526048,0.03,1406379012,25.71
16458,warehouse_i1,i,1425408,2000,32000,2.24,0,0,0,1358036,95.27
16411,customer,r,43405156352,60000000,35233933013,81.17,5593816,3323106328,7.66,4094215092,9.43
16416,district,r,69984256,20000,2288599,3.27,1600,185431,0.26,64440480,92.08
16419,history,r,10451181568,131718437,9413280149,90.07,0,0,0,42347740,0.41
16422,item,r,10633216,100000,9785910,92.03,0,0,0,57644,0.54
16425,new_order,r,1119076352,19340570,657579380,58.76,667240,22686160,2.03,205741972,18.38
16428,order_line,r,142672625664,1317032586,112495993910,78.85,39617293,3404988986,2.39,14930619588,10.46
16431,orders,r,8297586688,131700340,6809736540,82.07,845635,42281750,0.51,87092868,1.05
16434,stock,r,82424291328,200000000,66181713386,80.29,9898792,3278925155,3.98,10673842460,12.95
16437,warehouse,r,30400512,2000,218113,0.72,0,0,0,28941656,95.2
