oid,relname,relkind,size,size_pretty
16411,customer,r,43161288704,40 GB
16444,customer_i1,i,2275680256,2170 MB
16458,customer_i2,i,4163182592,3970 MB
16416,district,r,125976576,120 MB
16447,district_i1,i,10633216,10 MB
16419,history,r,9146007552,8722 MB
16422,item,r,10665984,10 MB
16442,item_i1,i,2260992,2208 kB
16425,new_order,r,1356275712,1293 MB
16441,new_order_i1,i,1172094976,1118 MB
16428,order_line,r,129601757184,121 GB
16440,order_line_i1,i,48817963008,45 GB
16431,orders,r,7694680064,7338 MB
16456,orders_i1,i,4693188608,4476 MB
16445,orders_i2,i,4714774528,4496 MB
16434,stock,r,82391801856,77 GB
16446,stock_i1,i,5480390656,5227 MB
16437,warehouse,r,26075136,25 MB
16443,warehouse_i1,i,745472,728 kB
