oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16436,customer_i1,i,1990451200,60394117,1449459848,72.82,20117,482856,0.02,272063372,13.67
16438,customer_i2,i,3884089344,60400450,2869472584,73.88,8457,403280,0.01,702674304,18.09
16440,district_i1,i,14688256,20000,320000,2.18,0,0,0,14108500,96.05
16442,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16444,new_order_i1,i,1175019520,18945345,454688280,38.7,1984666,47631984,4.05,577429896,49.14
16446,order_line_i1,i,45906223104,1178886211,29185504616,63.58,9047560,217141440,0.47,11083472816,24.14
16448,orders_i1,i,4366712832,116979948,2861737792,65.54,0,0,0,976924812,22.37
16450,orders_i2,i,4478615552,119054539,2878169288,64.26,7594,182256,0,1062595432,23.73
16452,stock_i1,i,5459320832,200000871,3200013936,58.62,2083,33328,0,1397152396,25.59
16454,warehouse_i1,i,1384448,2000,32000,2.31,0,0,0,1317396,95.16
16406,customer,r,42087571456,60000000,35151584860,83.52,3557262,2106412335,5,4106425532,9.76
16412,district,r,149020672,20000,2288635,1.54,0,0,0,140657768,94.39
16415,history,r,8846811136,111316066,7962308760,90,0,0,0,38605148,0.44
16418,item,r,10633216,100000,9785910,92.03,0,0,0,57644,0.54
16421,new_order,r,1404043264,18933205,643728970,45.85,1556017,52904578,3.77,448116064,31.92
16424,order_line,r,122046717952,1113061575,94963762524,77.81,42872380,3684694698,3.02,13454899960,11.02
16427,orders,r,7325589504,111310405,5750274650,78.5,2259639,112981950,1.54,313347268,4.28
16430,stock,r,79326183424,200000000,66181713386,83.43,4508190,1494441375,1.88,9457977696,11.92
16433,warehouse,r,9437184,2000,218121,2.31,0,0,0,8827700,93.54
