oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2172329984,41827,1285,263891,0,0,78.49,12.89
16442,customer_i2,4,3,3980918784,16948,3702,482249,0,0,79.19,12.22
16444,district_i1,4,2,10895360,412,6,1323,0,0,4,50.42
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1194147840,42442,657,80090,0,65022,85.01,10.38
16450,order_line_i1,4,3,50077040640,41827,36172,6076747,0,0,79.96,20.74
16452,orders_i1,4,3,4868579328,41827,2951,591357,0,0,74.49,18.76
16454,orders_i2,4,3,4918411264,41827,3034,597357,0,0,74.14,35.21
16456,stock_i1,4,3,5464375296,81517,2391,664646,0,0,74.12,17.78
16458,warehouse_i1,4,1,778240,3,1,93,0,0,5.57,48.39
