oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2217410560,41827,1344,269335,0,0,76.91,14.65
16442,customer_i2,4,3,3987800064,16948,3756,483035,0,0,79.06,12.36
16444,district_i1,4,2,14508032,412,7,1763,0,0,3.08,49.86
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,947257344,42442,600,80313,0,34718,85.04,11.42
16450,order_line_i1,4,3,50631704576,41827,36580,6144047,0,0,75.73,19.28
16452,orders_i1,4,3,4861255680,41827,2977,590437,0,0,77.19,16.04
16454,orders_i2,4,3,5013684224,41827,3102,608919,0,0,75.42,35.51
16456,stock_i1,4,3,5456535552,81517,2388,663692,0,0,74.26,17.67
16458,warehouse_i1,4,1,1417216,3,1,168,0,3,3.21,49.4
