oid,relname,relkind,size,size_pretty
16411,customer,r,42941267968,40 GB
16442,customer_i1,i,2204581888,2102 MB
16458,customer_i2,i,3916939264,3735 MB
16416,district,r,696016896,664 MB
16440,district_i1,i,18939904,18 MB
16419,history,r,10289766400,9813 MB
16422,item,r,10665984,10 MB
16447,item_i1,i,2260992,2208 kB
16425,new_order,r,1098579968,1048 MB
16444,new_order_i1,i,969416704,925 MB
16428,order_line,r,139185438720,130 GB
16441,order_line_i1,i,51858038784,48 GB
16431,orders,r,8190124032,7811 MB
16443,orders_i1,i,4994236416,4763 MB
16456,orders_i2,i,5032042496,4799 MB
16434,stock,r,81092878336,76 GB
16445,stock_i1,i,5486149632,5232 MB
16437,warehouse,r,25231360,24 MB
16446,warehouse_i1,i,1720320,1680 kB
