relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
3541,pg_catalog,pg_range,0,0,513,0,0,0,0,0,6,0,0,2020-11-10 04:21:48.974726+00,2020-11-10 06:58:04.300891+00,2020-11-10 04:21:36.514672+00,,1,2,1,0
3600,pg_catalog,pg_ts_dict,0,0,0,0,0,0,0,0,23,0,0,2020-11-10 04:21:48.973461+00,2020-11-10 06:58:04.117937+00,2020-11-10 04:21:36.513619+00,,1,2,1,0
3764,pg_catalog,pg_ts_template,0,0,0,0,0,0,0,0,5,0,0,2020-11-10 04:21:48.973662+00,2020-11-10 06:58:04.146653+00,2020-11-10 04:21:36.513917+00,,1,2,1,0
1213,pg_catalog,pg_tablespace,214,428,3138,2314,0,0,0,0,2,0,0,2020-11-10 04:21:48.959202+00,2020-11-10 06:58:04.026741+00,2020-11-10 04:21:36.512339+00,,3,4,3,0
1259,pg_catalog,pg_class,1945,606315,2365464,2366736,22,14,0,14,408,0,0,2020-11-10 04:21:48.927134+00,2020-11-10 06:58:03.630598+00,2020-11-10 04:21:36.506003+00,,1,2,1,0
2617,pg_catalog,pg_operator,0,0,35676,134088,0,0,0,0,778,0,0,2020-11-10 04:21:48.927848+00,2020-11-10 06:58:03.713353+00,2020-11-10 04:21:36.503549+00,,1,2,1,0
2603,pg_catalog,pg_amproc,28,70,10328,17263,0,0,0,0,449,0,0,2020-11-10 04:21:48.931945+00,2020-11-10 06:58:03.786293+00,2020-11-10 04:21:36.508661+00,,1,2,1,0
2336,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.002287+00,2020-11-10 06:58:18.48032+00,,,1,2,0,0
2609,pg_catalog,pg_description,0,0,7,2,4,2,0,2,4469,0,1,2020-11-10 04:21:48.920562+00,2020-11-10 06:58:03.916842+00,2020-11-10 04:21:36.501044+00,,1,2,1,0
2611,pg_catalog,pg_inherits,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.004119+00,2020-11-10 06:58:03.685828+00,2020-11-10 04:21:36.515619+00,,1,2,1,0
16428,public,stock,4,400000000,3162192196,3158999798,200000000,789837415,0,774719457,199829499,20719732,360721515,2020-11-10 04:39:00.185366+00,,2020-11-10 04:21:37.174391+00,2020-11-10 05:58:02.326577+00,1,0,1,16
4143,pg_toast,pg_toast_826,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.001322+00,2020-11-10 06:58:04.491957+00,,,1,2,0,0
13298,information_schema,sql_sizing,0,0,,,0,0,0,0,23,0,0,2020-11-10 04:21:48.956185+00,2020-11-10 06:58:04.418809+00,2020-11-10 04:21:36.511523+00,,1,2,1,0
1418,pg_catalog,pg_user_mapping,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.006594+00,2020-11-10 06:58:03.579793+00,2020-11-10 04:21:36.51557+00,,1,2,1,0
6106,pg_catalog,pg_publication_rel,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.980507+00,2020-11-10 06:58:04.35075+00,2020-11-10 04:21:36.514952+00,,1,2,1,0
6000,pg_catalog,pg_replication_origin,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.0003+00,2020-11-10 06:58:04.208296+00,2020-11-10 04:21:36.515177+00,,3,4,3,0
4145,pg_toast,pg_toast_3466,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.002179+00,2020-11-10 06:58:04.520616+00,,,1,2,0,0
2619,pg_catalog,pg_statistic,2,912,3333189,3342367,92,7260,0,6325,502,97,7352,2020-11-10 04:21:48.926362+00,2020-11-10 06:51:42.814575+00,,,1,8,0,0
2995,pg_catalog,pg_largeobject_metadata,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.003592+00,2020-11-10 06:58:03.812982+00,2020-11-10 04:21:36.515514+00,,1,2,1,0
4177,pg_toast,pg_toast_1262,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.959008+00,2020-11-10 06:58:18.535361+00,,,3,4,0,0
6102,pg_catalog,pg_subscription_rel,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.981556+00,2020-11-10 06:58:04.364428+00,2020-11-10 04:21:36.515127+00,,1,2,1,0
4169,pg_toast,pg_toast_3600,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.973948+00,2020-11-10 06:58:18.491507+00,,,1,2,0,0
2618,pg_catalog,pg_rewrite,0,0,8553,8621,1,0,0,0,127,0,0,2020-11-10 04:21:48.928561+00,2020-11-10 06:58:03.865175+00,2020-11-10 04:21:36.504782+00,,1,2,1,0
4060,pg_toast,pg_toast_3592,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.004245+00,2020-11-10 06:58:18.599703+00,,,3,4,0,0
16413,public,history,1,60000000,,,139053424,0,0,0,146607093,0,3391756,2020-11-10 04:23:35.963963+00,2020-11-10 06:09:29.629054+00,2020-11-10 04:21:48.77608+00,2020-11-10 06:54:32.312596+00,1,1,1,7
3596,pg_catalog,pg_seclabel,0,0,1,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.003824+00,2020-11-10 06:58:04.247687+00,2020-11-10 04:21:36.515704+00,,1,2,1,0
2604,pg_catalog,pg_attrdef,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.976429+00,2020-11-10 06:58:03.656173+00,2020-11-10 04:21:36.515684+00,,1,2,1,0
4171,pg_toast,pg_toast_1247,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.928777+00,2020-11-10 06:58:18.502756+00,,,1,2,0,0
16404,public,customer,7,180000000,413452760,1290306438,60000000,153260014,0,146483595,59540712,1384482,70632918,2020-11-10 04:32:09.493207+00,2020-11-10 07:03:30.452492+00,2020-11-10 04:21:36.873406+00,2020-11-10 05:57:12.308035+00,1,1,1,12
3592,pg_catalog,pg_shseclabel,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.004159+00,2020-11-10 06:58:04.258362+00,2020-11-10 04:21:36.515757+00,,3,4,3,0
3603,pg_catalog,pg_ts_config_map,0,0,0,0,0,0,0,0,437,0,0,2020-11-10 04:21:48.931831+00,2020-11-10 06:58:04.104477+00,2020-11-10 04:21:36.509374+00,,1,2,1,0
4157,pg_toast,pg_toast_2612,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.959124+00,2020-11-10 06:58:04.591741+00,,,1,2,0,0
4155,pg_toast,pg_toast_3394,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.931396+00,2020-11-10 06:58:04.578837+00,,,1,2,0,0
1417,pg_catalog,pg_foreign_server,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.006676+00,2020-11-10 06:58:03.545122+00,2020-11-10 04:21:36.515031+00,,1,2,1,0
16431,public,warehouse,2,4000,237217427,237219164,2000,79066925,0,78709760,2113,0,0,2020-11-10 04:21:48.925175+00,2020-11-10 07:03:31.163763+00,2020-11-10 04:21:36.504208+00,2020-11-10 07:03:30.2856+00,1,284,1,282
16410,public,district,222,4440000,245122418,247484168,20000,158150345,0,153328480,20000,0,0,2020-11-10 04:21:48.928579+00,2020-11-10 07:03:30.597629+00,2020-11-10 04:21:36.56406+00,2020-11-10 07:03:31.140658+00,1,307,1,308
1247,pg_catalog,pg_type,0,0,53981,50292,21,19,0,17,421,0,0,2020-11-10 04:21:48.928304+00,2020-11-10 06:58:03.533158+00,2020-11-10 04:21:36.507165+00,,1,2,1,0
3256,pg_catalog,pg_policy,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.000591+00,2020-11-10 06:58:04.196305+00,2020-11-10 04:21:36.515336+00,,1,2,1,0
4147,pg_toast,pg_toast_3079,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.97439+00,2020-11-10 06:58:04.531822+00,,,1,2,0,0
6104,pg_catalog,pg_publication,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.97822+00,2020-11-10 06:58:04.338659+00,2020-11-10 04:21:36.514953+00,,1,2,1,0
3601,pg_catalog,pg_ts_parser,0,0,0,0,0,0,0,0,1,0,0,2020-11-10 04:21:48.973562+00,2020-11-10 06:58:04.132576+00,2020-11-10 04:21:36.51349+00,,1,2,1,0
2396,pg_catalog,pg_shdescription,0,0,0,0,0,0,0,0,3,0,0,2020-11-10 04:21:48.959596+00,2020-11-10 06:58:04.071922+00,2020-11-10 04:21:36.512603+00,,3,4,3,0
13295,pg_toast,pg_toast_13293,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.976072+00,2020-11-10 06:58:18.657262+00,,,1,2,0,0
2606,pg_catalog,pg_constraint,101,900,365,0,8,0,0,0,10,0,0,2020-11-10 04:21:48.95691+00,2020-11-10 06:58:03.673027+00,2020-11-10 04:21:36.51195+00,,1,2,1,0
3602,pg_catalog,pg_ts_config,0,0,60,60,0,0,0,0,23,0,0,2020-11-10 04:21:48.960554+00,2020-11-10 06:58:04.091193+00,2020-11-10 04:21:36.513075+00,,1,2,1,0
2602,pg_catalog,pg_amop,0,0,23317,36728,0,0,0,0,717,0,0,2020-11-10 04:21:48.93041+00,2020-11-10 06:58:03.772929+00,2020-11-10 04:21:36.507703+00,,1,2,1,0
2838,pg_toast,pg_toast_2618,0,0,5148,17122,0,0,0,0,246,0,0,2020-11-10 04:21:48.9299+00,2020-11-10 06:58:04.651902+00,,,1,2,0,0
4165,pg_toast,pg_toast_3350,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.006666+00,2020-11-10 06:58:04.614843+00,,,1,2,0,0
1214,pg_catalog,pg_shdepend,0,0,87,58,14,0,0,0,23,0,0,2020-11-10 04:21:48.95954+00,2020-11-10 06:58:04.060972+00,2020-11-10 04:21:36.512632+00,,3,4,3,0
1255,pg_catalog,pg_proc,108,320410,158409,188925,21,34,1,16,2961,0,35,2020-11-10 04:21:48.918811+00,2020-11-10 06:58:03.616653+00,2020-11-10 04:21:36.500099+00,,1,2,1,0
2610,pg_catalog,pg_index,149,6384,691484,703499,11,8,0,8,167,0,0,2020-11-10 04:21:48.930168+00,2020-11-10 06:58:03.698801+00,2020-11-10 04:21:36.508212+00,,1,2,1,0
1262,pg_catalog,pg_database,2657,9849,14122,14120,1,0,0,0,4,0,0,2020-11-10 04:21:48.958905+00,2020-11-10 06:58:04.002311+00,2020-11-10 04:21:36.512313+00,,3,4,3,0
3430,pg_toast,pg_toast_3429,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.999058+00,2020-11-10 06:58:18.467989+00,,,1,2,0,0
13288,information_schema,sql_implementation_info,0,0,,,0,0,0,0,12,0,0,2020-11-10 04:21:48.975631+00,2020-11-10 06:58:04.391507+00,2020-11-10 04:21:36.514695+00,,1,2,1,0
