oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2195988480,41827,1320,266744,0,0,77.65,13.82
16442,customer_i2,4,3,4065394688,16948,3832,492431,0,0,78.37,14.03
16444,district_i1,4,2,12689408,412,7,1541,0,0,3.48,50.16
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1018126336,42442,576,85775,0,37931,85.5,12.65
16450,order_line_i1,4,3,48886054912,41827,35078,5932457,0,0,80.09,21.21
16452,orders_i1,4,3,4747632640,41827,2869,576675,0,0,73.54,18.9
16454,orders_i2,4,3,4999823360,41827,3083,607246,0,0,70.05,35.34
16456,stock_i1,4,3,5450047488,81517,2387,662901,0,0,74.31,17.57
16458,warehouse_i1,4,1,1359872,3,1,162,0,2,3.32,51.23
