oid,relname,relkind,size,size_pretty
16411,customer,r,43263115264,40 GB
16442,customer_i1,i,2270830592,2166 MB
16458,customer_i2,i,4091797504,3902 MB
16416,district,r,814252032,777 MB
16447,district_i1,i,21504000,21 MB
16419,history,r,9820438528,9366 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1151098880,1098 MB
16445,new_order_i1,i,991559680,946 MB
16428,order_line,r,131348111360,122 GB
16446,order_line_i1,i,48725876736,45 GB
16431,orders,r,7941783552,7574 MB
16443,orders_i1,i,4679114752,4462 MB
16456,orders_i2,i,4806926336,4584 MB
16434,stock,r,82661236736,77 GB
16444,stock_i1,i,5492834304,5238 MB
16437,warehouse,r,21733376,21 MB
16441,warehouse_i1,i,2056192,2008 kB
