oid,relname,relkind,size,size_pretty
16392,customer,r,39777017856,37 GB
16422,customer_i1,i,1896824832,1809 MB
16438,customer_i2,i,3494846464,3333 MB
16398,district,r,189538304,181 MB
16424,district_i1,i,4841472,4728 kB
16401,history,r,14962057216,14 GB
16404,item,r,10674176,10 MB
16426,item_i1,i,2260992,2208 kB
16407,new_order,r,1013440512,966 MB
16428,new_order_i1,i,872865792,832 MB
16410,order_line,r,199487258624,186 GB
16430,order_line_i1,i,79360458752,74 GB
16413,orders,r,12007858176,11 GB
16432,orders_i1,i,6781165568,6467 MB
16439,orders_i2,i,7469850624,7124 MB
16416,stock,r,73036398592,68 GB
16434,stock_i1,i,4599578624,4387 MB
16419,warehouse,r,2326528,2272 kB
16436,warehouse_i1,i,557056,544 kB
