oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16436,customer_i1,i,1892573184,60247696,1445944704,76.4,106362,2552688,0.13,176762556,9.34
16438,customer_i2,i,3506151424,60285085,2863939448,81.68,64017,3040800,0.09,333636516,9.52
16440,district_i1,i,1925120,20000,320000,16.62,0,0,0,1493844,77.6
16442,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16444,new_order_i1,i,1023836160,18245054,437881296,42.77,2250216,54005184,5.27,439565476,42.93
16446,order_line_i1,i,66419187712,1649557204,40564553072,61.07,1671324,40111776,0.06,18217396080,27.43
16448,orders_i1,i,5815386112,160084327,3861878808,66.41,0,0,0,1233268732,21.21
16450,orders_i2,i,6177038336,161259874,3871238688,62.67,2701,64824,0,1575011316,25.5
16452,stock_i1,i,4941955072,200063501,3201029400,64.77,125188,2003984,0.04,882155880,17.85
16454,warehouse_i1,i,253952,2000,32000,12.6,0,0,0,195732,77.07
16406,customer,r,40871845888,60000000,35258449971,86.27,2585782,1552980065,3.8,3374944080,8.26
16412,district,r,44605440,20000,2287475,5.13,150,17487,0.04,40345732,90.45
16415,history,r,12561301504,158532747,11321736448,90.13,0,0,0,50367672,0.4
16418,item,r,10633216,100000,9785910,92.03,0,0,0,57644,0.54
16421,new_order,r,1246552064,18239184,620132256,49.75,1645287,55939758,4.49,331989036,26.63
16424,order_line,r,169884327936,1585098148,135537745540,79.78,93937582,8073572442,4.75,11473059920,6.75
16427,orders,r,10015031296,158515367,8206320716,81.94,598700,29935000,0.3,76412096,0.76
16430,stock,r,74072219648,200000000,66181713386,89.35,4280974,1415783493,1.91,4486266120,6.06
16433,warehouse,r,8945664,2000,217325,2.43,202,22780,0.25,8335420,93.18
