oid,relname,relkind,size,size_pretty
16411,customer,r,43709988864,41 GB
16444,customer_i1,i,2265620480,2161 MB
16458,customer_i2,i,4118732800,3928 MB
16416,district,r,93356032,89 MB
16442,district_i1,i,14008320,13 MB
16419,history,r,9681141760,9233 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1174495232,1120 MB
16446,new_order_i1,i,989036544,943 MB
16428,order_line,r,136508522496,127 GB
16447,order_line_i1,i,48590299136,45 GB
16431,orders,r,8042463232,7670 MB
16456,orders_i1,i,4721737728,4503 MB
16445,orders_i2,i,4814340096,4591 MB
16434,stock,r,84008247296,78 GB
16441,stock_i1,i,5496799232,5242 MB
16437,warehouse,r,40312832,38 MB
16443,warehouse_i1,i,950272,928 kB
