oid,relname,relkind,size,size_pretty
16405,customer,r,43143512064,40 GB
16440,customer_i1,i,2270494720,2165 MB
16452,customer_i2,i,4160487424,3968 MB
16410,district,r,114425856,109 MB
16439,district_i1,i,11583488,11 MB
16413,history,r,9734291456,9283 MB
16416,item,r,10665984,10 MB
16435,item_i1,i,2260992,2208 kB
16419,new_order,r,1179516928,1125 MB
16441,new_order_i1,i,1006043136,959 MB
16422,order_line,r,137261826048,128 GB
16434,order_line_i1,i,51908288512,48 GB
16425,orders,r,8155283456,7777 MB
16438,orders_i1,i,4824670208,4601 MB
16450,orders_i2,i,4990230528,4759 MB
16428,stock,r,82147450880,77 GB
16436,stock_i1,i,5475033088,5221 MB
16431,warehouse,r,20086784,19 MB
16437,warehouse_i1,i,1015808,992 kB
