oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2270494720,41827,1389,275770,0,0,75.12,16.64
16452,customer_i2,4,3,4160487424,16948,3899,503972,0,0,75.79,16
16439,district_i1,4,2,11583488,412,7,1406,0,0,3.78,50.07
16435,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16441,new_order_i1,4,3,1005772800,42442,511,86996,0,35267,85.5,12.72
16434,order_line_i1,4,3,51908288512,41827,37634,6298826,0,0,72.07,25.35
16438,orders_i1,4,3,4824670208,41827,2943,586005,0,0,72.88,20.04
16450,orders_i2,4,3,4990230528,41827,3114,606044,0,0,70.66,35.34
16436,stock_i1,4,3,5475033088,81517,2400,665938,0,0,74,17.94
16437,warehouse_i1,4,1,1015808,3,1,122,0,0,4.31,49.18
