oid,relname,relkind,size,size_pretty
16411,customer,r,43473485824,40 GB
16444,customer_i1,i,2224037888,2121 MB
16458,customer_i2,i,4049649664,3862 MB
16416,district,r,91701248,87 MB
16445,district_i1,i,14237696,14 MB
16419,history,r,9261924352,8833 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1203191808,1147 MB
16442,new_order_i1,i,1031151616,983 MB
16428,order_line,r,132036919296,123 GB
16446,order_line_i1,i,47600222208,44 GB
16431,orders,r,7910768640,7544 MB
16447,orders_i1,i,4732977152,4514 MB
16456,orders_i2,i,4844969984,4621 MB
16434,stock,r,83242106880,78 GB
16443,stock_i1,i,5470797824,5217 MB
16437,warehouse,r,25927680,25 MB
16441,warehouse_i1,i,1466368,1432 kB
