oid,relname,relkind,size,size_pretty
16411,customer,r,43871830016,41 GB
16444,customer_i1,i,2274320384,2169 MB
16458,customer_i2,i,4125106176,3934 MB
16416,district,r,99237888,95 MB
16442,district_i1,i,13320192,13 MB
16419,history,r,9493741568,9054 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1239687168,1182 MB
16446,new_order_i1,i,1032241152,984 MB
16428,order_line,r,135507443712,126 GB
16447,order_line_i1,i,48314302464,45 GB
16431,orders,r,8005918720,7635 MB
16456,orders_i1,i,4732272640,4513 MB
16445,orders_i2,i,4912783360,4685 MB
16434,stock,r,84523048960,79 GB
16441,stock_i1,i,5490016256,5236 MB
16437,warehouse,r,18276352,17 MB
16443,warehouse_i1,i,1245184,1216 kB
