oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16992,customer_i1,i,1893310464,62304441,1495595056,78.99,1183127,28413280,1.5,89448548,4.72
17009,customer_i2,i,3494797312,62291148,2960546776,84.71,1226729,58415040,1.67,157761072,4.51
16994,district_i1,i,3080192,20000,320000,10.39,0,0,0,2639892,85.71
16996,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16998,new_order_i1,i,1042571264,18233255,437598120,41.97,2414868,57956832,5.56,453875648,43.53
17000,order_line_i1,i,40988975104,1074878920,26348976904,64.28,1537287,36901528,0.09,9706142004,23.68
17002,orders_i1,i,3871367168,105080790,2562565768,66.19,0,0,0,834926264,21.57
17008,orders_i2,i,3956039680,107232022,2579563048,65.21,7930,190320,0,892747724,22.57
17004,stock_i1,i,4496392192,204505770,3273130392,72.79,1784416,28581360,0.64,318672332,7.09
17006,warehouse_i1,i,385024,2000,32000,8.31,0,0,0,325780,84.61
16928,customer,r,40541978624,60000000,35140585924,86.68,1808265,1070840438,2.64,3640071440,8.98
16934,district,r,70434816,20000,2288075,3.25,0,0,0,65178392,92.54
16937,history,r,8173658112,102769884,7351493916,89.94,0,0,0,33852096,0.41
16940,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16943,new_order,r,1215242240,18127942,616350028,50.72,2171274,73823316,6.07,283185576,23.3
16946,order_line,r,108232343552,1027802945,87635498366,80.97,36400016,3128489074,2.89,8404042392,7.76
16949,orders,r,6567829504,102779878,5308297772,80.82,911641,45617692,0.69,169490168,2.58
16952,stock,r,74146365440,200000000,66181729614,89.26,8577661,2838980142,3.83,3075388804,4.15
16955,warehouse,r,33333248,2000,218118,0.65,0,0,0,31771596,95.32
