oid,relname,relkind,size,size_pretty
16411,customer,r,43290525696,40 GB
16443,customer_i1,i,2259738624,2155 MB
16458,customer_i2,i,4039442432,3852 MB
16416,district,r,103645184,99 MB
16442,district_i1,i,18096128,17 MB
16419,history,r,9911820288,9453 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1108992000,1058 MB
16445,new_order_i1,i,993484800,947 MB
16428,order_line,r,136340602880,127 GB
16447,order_line_i1,i,49769545728,46 GB
16431,orders,r,7983210496,7613 MB
16456,orders_i1,i,4826980352,4603 MB
16446,orders_i2,i,4812521472,4590 MB
16434,stock,r,82598526976,77 GB
16444,stock_i1,i,5512667136,5257 MB
16437,warehouse,r,14884864,14 MB
16441,warehouse_i1,i,1630208,1592 kB
