oid,relname,relkind,size,size_pretty
16411,customer,r,43613880320,41 GB
16442,customer_i1,i,2276171776,2171 MB
16458,customer_i2,i,4091322368,3902 MB
16416,district,r,725630976,692 MB
16447,district_i1,i,13189120,13 MB
16419,history,r,9567502336,9124 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1206730752,1151 MB
16445,new_order_i1,i,1056890880,1008 MB
16428,order_line,r,134743285760,125 GB
16446,order_line_i1,i,48056688640,45 GB
16431,orders,r,7818379264,7456 MB
16443,orders_i1,i,4667604992,4451 MB
16456,orders_i2,i,4710400000,4492 MB
16434,stock,r,83955236864,78 GB
16444,stock_i1,i,5461770240,5209 MB
16437,warehouse,r,18808832,18 MB
16441,warehouse_i1,i,1490944,1456 kB
