oid,relname,relkind,size,size_pretty
16406,customer,r,43712208896,41 GB
16463,customer_i1,i,2154627072,2055 MB
16453,customer_i2,i,4714307584,4496 MB
16411,district,r,449380352,429 MB
16450,district_i1,i,33734656,32 MB
16416,history,r,10304880640,9828 MB
16421,item,r,11051008,11 MB
16448,item_i1,i,2260992,2208 kB
16426,new_order,r,1438744576,1372 MB
16451,new_order_i1,i,1712439296,1633 MB
16431,order_line,r,146939494400,137 GB
16454,order_line_i1,i,63335096320,59 GB
16436,orders,r,8899461120,8487 MB
16461,orders_i1,i,5214437376,4973 MB
16447,orders_i2,i,5779308544,5512 MB
16441,stock,r,84129447936,78 GB
16452,stock_i1,i,6308495360,6016 MB
16444,warehouse,r,123674624,118 MB
16449,warehouse_i1,i,1900544,1856 kB
