oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16446,customer_i1,i,2195505152,60000000,1440000000,65.59,0,0,0,485404876,22.11
16448,customer_i2,i,4009263104,60000000,2850366152,71.09,0,0,0,845912916,21.1
16450,district_i1,i,12574720,20004,320064,2.55,38,608,0,12010636,95.51
16452,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16454,new_order_i1,i,990117888,19130614,459134736,46.37,3164888,75957312,7.67,354273796,35.78
16456,order_line_i1,i,51003523072,1375297420,34282057488,67.22,2776817,66643608,0.13,10394916928,20.38
16458,orders_i1,i,4944756736,127148257,3065110280,61.99,0,0,0,1302798912,26.35
16460,orders_i2,i,5189689344,128158300,3076613088,59.28,11,264,0,1528583744,29.45
16462,stock_i1,i,5474902016,200000468,3200007488,58.45,2215,35440,0,1412592888,25.8
16464,warehouse_i1,i,1400832,2253,36048,2.57,78,1248,0.09,1327480,94.76
16417,customer,r,43475058688,60000000,35214859567,81,5484034,3252219059,7.48,4251485880,9.78
16422,district,r,99713024,20000,2288877,2.3,0,0,0,96431016,96.71
16425,history,r,10020675584,126255132,9022407516,90.04,0,0,0,40525848,0.4
16428,item,r,10633216,100000,9785910,92.03,0,0,0,57644,0.54
16431,new_order,r,1325391872,19118834,650040356,49.05,2174647,73937998,5.58,372796624,28.13
16434,order_line,r,142336491520,1262689550,107824939656,75.75,116955469,10051895156,7.06,12812423336,9
16437,orders,r,8573476864,126267934,6527694900,76.14,486073,24303650,0.28,696219548,8.12
16440,stock,r,82635612160,200000000,66181713386,80.09,8538277,2828936392,3.42,11383753232,13.78
16443,warehouse,r,45383680,2000,218169,0.48,0,0,0,44785356,98.68
