oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16451,customer_i1,i,2066677760,60466787,1459167016,70.6,479896,13233432,0.64,322707416,15.61
16435,customer_i2,i,3566764032,60379597,2878744016,80.71,199246,10956368,0.31,369636644,10.36
16441,district_i1,i,12976128,20000,320000,2.47,0,0,0,12409748,95.64
16436,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16440,new_order_i1,i,1146183680,18268787,438450888,38.25,902202,21652848,1.89,598495072,52.22
16438,order_line_i1,i,53357256704,1379192263,34394218936,64.46,4465963,107192184,0.2,12536826652,23.5
16437,orders_i1,i,4947918848,125712223,3017093352,60.98,0,0,0,1360325896,27.49
16450,orders_i2,i,5308293120,125712223,3017093352,56.84,0,0,0,1714897512,32.31
16439,stock_i1,i,5487337472,209358278,3420816968,62.34,12260080,221166936,4.03,896527720,16.34
16444,warehouse_i1,i,1359872,2000,32000,2.35,0,0,0,1293012,95.08
16406,customer,r,44231745536,60000000,35212651981,79.61,3618886,2162531777,4.89,6103442560,13.8
16411,district,r,674906112,20000,2289158,0.34,0,0,0,647482652,95.94
16414,history,r,9968058368,125719413,8970818204,90,0,0,0,40658796,0.41
16417,item,r,10641408,100000,9792157,92.02,0,0,0,60384,0.57
16420,new_order,r,1034051584,18261584,620893856,60.04,825508,28067272,2.71,164533292,15.91
16423,order_line,r,137153404928,1257100042,107344853864,78.27,100974207,8678513648,6.33,9721589700,7.09
16426,orders,r,8654364672,125712223,6500512428,75.11,0,0,0,825216068,9.54
16429,stock,r,83229458432,200000000,66181569810,79.52,17040999,5639752418,6.78,9114689416,10.95
16432,warehouse,r,326819840,2000,217562,0.07,0,0,0,314040768,96.09
