relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
3541,pg_catalog,pg_range,0,0,535,0,0,0,0,0,6,0,0,2020-11-10 04:21:48.974726+00,2020-11-10 13:00:10.82742+00,2020-11-10 04:21:36.514672+00,,1,2,1,0
3600,pg_catalog,pg_ts_dict,0,0,0,0,0,0,0,0,23,0,0,2020-11-10 04:21:48.973461+00,2020-11-10 13:00:10.645305+00,2020-11-10 04:21:36.513619+00,,1,2,1,0
3764,pg_catalog,pg_ts_template,0,0,0,0,0,0,0,0,5,0,0,2020-11-10 04:21:48.973662+00,2020-11-10 13:00:10.675435+00,2020-11-10 04:21:36.513917+00,,1,2,1,0
1213,pg_catalog,pg_tablespace,220,440,3222,2366,0,0,0,0,2,0,0,2020-11-10 04:21:48.959202+00,2020-11-10 13:00:40.10827+00,2020-11-10 04:21:36.512339+00,,3,4,3,0
1259,pg_catalog,pg_class,2009,613783,2416416,2418008,22,14,0,14,408,0,0,2020-11-10 04:21:48.927134+00,2020-11-10 13:00:10.090933+00,2020-11-10 04:21:36.506003+00,,1,2,1,0
2617,pg_catalog,pg_operator,0,0,37110,139958,0,0,0,0,778,0,0,2020-11-10 04:21:48.927848+00,2020-11-10 13:00:10.171997+00,2020-11-10 04:21:36.503549+00,,1,2,1,0
2603,pg_catalog,pg_amproc,36,90,10748,17928,0,0,0,0,449,0,0,2020-11-10 04:21:48.931945+00,2020-11-10 13:00:10.261402+00,2020-11-10 04:21:36.508661+00,,1,2,1,0
2336,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.002287+00,2020-11-10 13:00:11.303418+00,,,1,2,0,0
2609,pg_catalog,pg_description,0,0,7,2,4,2,0,2,4469,0,1,2020-11-10 04:21:48.920562+00,2020-11-10 13:00:10.410374+00,2020-11-10 04:21:36.501044+00,,1,2,1,0
2611,pg_catalog,pg_inherits,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.004119+00,2020-11-10 13:00:10.136808+00,2020-11-10 04:21:36.515619+00,,1,2,1,0
16428,public,stock,4,400000000,3236860702,3233597442,200000000,808438487,0,792148207,200419229,22885285,389007169,2020-11-10 04:39:00.185366+00,,2020-11-10 04:21:37.174391+00,2020-11-10 11:56:43.502047+00,1,0,1,16
4143,pg_toast,pg_toast_826,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.001322+00,2020-11-10 13:00:11.056813+00,,,1,2,0,0
13298,information_schema,sql_sizing,0,0,,,0,0,0,0,23,0,0,2020-11-10 04:21:48.956185+00,2020-11-10 13:00:10.973303+00,2020-11-10 04:21:36.511523+00,,1,2,1,0
1418,pg_catalog,pg_user_mapping,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.006594+00,2020-11-10 13:00:10.021659+00,2020-11-10 04:21:36.51557+00,,1,2,1,0
6106,pg_catalog,pg_publication_rel,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.980507+00,2020-11-10 13:00:10.902726+00,2020-11-10 04:21:36.514952+00,,1,2,1,0
6000,pg_catalog,pg_replication_origin,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.0003+00,2020-11-10 13:00:40.138257+00,2020-11-10 04:21:36.515177+00,,3,4,3,0
4145,pg_toast,pg_toast_3466,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.002179+00,2020-11-10 13:00:11.085437+00,,,1,2,0,0
2619,pg_catalog,pg_statistic,2,912,3401868,3411996,92,7253,0,6342,505,162,7345,2020-11-10 04:21:48.926362+00,2020-11-10 12:47:41.222725+00,,,1,5,0,0
2995,pg_catalog,pg_largeobject_metadata,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.003592+00,2020-11-10 13:00:10.291591+00,2020-11-10 04:21:36.515514+00,,1,2,1,0
4177,pg_toast,pg_toast_1262,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.959008+00,2020-11-10 13:00:11.368935+00,,,3,4,0,0
6102,pg_catalog,pg_subscription_rel,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.981556+00,2020-11-10 13:00:10.914058+00,2020-11-10 04:21:36.515127+00,,1,2,1,0
4169,pg_toast,pg_toast_3600,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.973948+00,2020-11-10 13:00:11.318914+00,,,1,2,0,0
2618,pg_catalog,pg_rewrite,0,0,8804,8874,1,0,0,0,127,0,0,2020-11-10 04:21:48.928561+00,2020-11-10 13:00:10.362125+00,2020-11-10 04:21:36.504782+00,,1,2,1,0
4060,pg_toast,pg_toast_3592,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.004245+00,2020-11-10 13:00:11.427237+00,,,3,4,0,0
16413,public,history,1,60000000,,,140913220,0,0,0,145526971,0,16695190,2020-11-10 04:23:35.963963+00,2020-11-10 12:12:17.17161+00,2020-11-10 04:21:48.77608+00,2020-11-10 12:31:51.13924+00,1,1,1,7
3596,pg_catalog,pg_seclabel,0,0,1,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.003824+00,2020-11-10 13:00:10.783064+00,2020-11-10 04:21:36.515704+00,,1,2,1,0
2604,pg_catalog,pg_attrdef,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.976429+00,2020-11-10 13:00:10.107957+00,2020-11-10 04:21:36.515684+00,,1,2,1,0
4171,pg_toast,pg_toast_1247,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.928777+00,2020-11-10 13:00:11.330177+00,,,1,2,0,0
16404,public,customer,7,180000000,423125412,1322556975,60000000,156880295,0,149767760,60021801,9008495,73152530,2020-11-10 04:32:09.493207+00,,2020-11-10 04:21:36.873406+00,2020-11-10 11:58:25.763528+00,1,0,1,12
3592,pg_catalog,pg_shseclabel,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.004159+00,2020-11-10 13:00:40.149052+00,2020-11-10 04:21:36.515757+00,,3,4,3,0
3603,pg_catalog,pg_ts_config_map,0,0,0,0,0,0,0,0,437,0,0,2020-11-10 04:21:48.931831+00,2020-11-10 13:00:10.628235+00,2020-11-10 04:21:36.509374+00,,1,2,1,0
4157,pg_toast,pg_toast_2612,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.959124+00,2020-11-10 13:00:11.173229+00,,,1,2,0,0
4155,pg_toast,pg_toast_3394,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.931396+00,2020-11-10 13:00:11.156192+00,,,1,2,0,0
1417,pg_catalog,pg_foreign_server,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.006676+00,2020-11-10 13:00:09.985229+00,2020-11-10 04:21:36.515031+00,,1,2,1,0
16431,public,warehouse,2,4000,242773944,242776722,2000,80919407,0,80585232,2000,0,0,2020-11-10 04:21:48.925175+00,2020-11-10 13:04:45.015826+00,2020-11-10 04:21:36.504208+00,2020-11-10 13:04:45.08627+00,1,295,1,294
16410,public,district,124,2480000,250868911,254552397,20000,161855473,0,157146101,20000,15683,0,2020-11-10 04:21:48.928579+00,2020-11-10 13:04:44.232639+00,2020-11-10 04:21:36.56406+00,2020-11-10 13:04:44.923299+00,1,312,1,313
1247,pg_catalog,pg_type,0,0,56221,52357,21,19,0,17,421,0,0,2020-11-10 04:21:48.928304+00,2020-11-10 13:00:09.95174+00,2020-11-10 04:21:36.507165+00,,1,2,1,0
3256,pg_catalog,pg_policy,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.000591+00,2020-11-10 13:00:10.739711+00,2020-11-10 04:21:36.515336+00,,1,2,1,0
4147,pg_toast,pg_toast_3079,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.97439+00,2020-11-10 13:00:11.098954+00,,,1,2,0,0
6104,pg_catalog,pg_publication,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.97822+00,2020-11-10 13:00:10.88504+00,2020-11-10 04:21:36.514953+00,,1,2,1,0
3601,pg_catalog,pg_ts_parser,0,0,0,0,0,0,0,0,1,0,0,2020-11-10 04:21:48.973562+00,2020-11-10 13:00:10.659293+00,2020-11-10 04:21:36.51349+00,,1,2,1,0
2396,pg_catalog,pg_shdescription,0,0,0,0,0,0,0,0,3,0,0,2020-11-10 04:21:48.959596+00,2020-11-10 13:00:10.593522+00,2020-11-10 04:21:36.512603+00,,3,4,3,0
13295,pg_toast,pg_toast_13293,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.976072+00,2020-11-10 13:00:11.503443+00,,,1,2,0,0
2606,pg_catalog,pg_constraint,103,920,373,0,8,0,0,0,10,0,0,2020-11-10 04:21:48.95691+00,2020-11-10 13:00:10.121079+00,2020-11-10 04:21:36.51195+00,,1,2,1,0
3602,pg_catalog,pg_ts_config,0,0,60,60,0,0,0,0,23,0,0,2020-11-10 04:21:48.960554+00,2020-11-10 13:00:10.607901+00,2020-11-10 04:21:36.513075+00,,1,2,1,0
2602,pg_catalog,pg_amop,0,0,24035,37945,0,0,0,0,717,0,0,2020-11-10 04:21:48.93041+00,2020-11-10 13:00:10.245077+00,2020-11-10 04:21:36.507703+00,,1,2,1,0
2838,pg_toast,pg_toast_2618,0,0,5297,17617,0,0,0,0,246,0,0,2020-11-10 04:21:48.9299+00,2020-11-10 13:00:11.247948+00,,,1,2,0,0
4165,pg_toast,pg_toast_3350,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.006666+00,2020-11-10 13:00:11.205104+00,,,1,2,0,0
