datid,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,conflicts,temp_files,temp_bytes,deadlocks,checksum_failures,checksum_last_failure,blk_read_time,blk_write_time,stats_reset
0,,0,0,0,67,14231,4181,3189,16,0,0,0,0,0,0,,,0,0,2020-11-13 21:29:57.94027+00
13605,postgres,0,1236,0,830,80230,117798,35430,12,402,12,0,0,0,0,,,0,0,2020-11-13 21:29:57.940247+00
16385,tpcc,1,1169,0,69695921,63446030,1058263938,35652,998132938,461,54,0,64,29494648832,0,,,0,0,2020-11-13 21:29:58.41523+00
1,template1,0,348,0,796,26120,66583,14253,12,402,12,0,0,0,0,,,0,0,2020-11-13 21:57:49.346103+00
13604,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
