oid,relname,relkind,size,size_pretty
16411,customer,r,43915051008,41 GB
16442,customer_i1,i,2259673088,2155 MB
16458,customer_i2,i,4134666240,3943 MB
16416,district,r,86327296,82 MB
16447,district_i1,i,14802944,14 MB
16419,history,r,9299992576,8869 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1266753536,1208 MB
16445,new_order_i1,i,1097252864,1046 MB
16428,order_line,r,132594335744,123 GB
16446,order_line_i1,i,47314649088,44 GB
16431,orders,r,7825309696,7463 MB
16443,orders_i1,i,4638228480,4423 MB
16456,orders_i2,i,4792401920,4570 MB
16434,stock,r,84811874304,79 GB
16444,stock_i1,i,5461221376,5208 MB
16437,warehouse,r,20209664,19 MB
16441,warehouse_i1,i,1466368,1432 kB
