oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2080997376,41827,1181,252846,0,0,81.9,9.08
16442,customer_i2,4,3,4009508864,16948,3777,485664,0,0,78.63,12.83
16444,district_i1,4,2,11534336,412,7,1400,0,0,3.8,49.71
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1117528064,42442,627,79406,0,56383,85.02,11.71
16450,order_line_i1,4,3,50012897280,41827,36104,6068985,0,0,79.28,21.79
16452,orders_i1,4,3,4927045632,41827,3033,598412,0,0,71.84,20.68
16454,orders_i2,4,3,5127446528,41827,3187,622721,0,0,69.2,35.76
16456,stock_i1,4,3,5482266624,81517,2406,666815,0,0,73.88,18.05
16458,warehouse_i1,4,1,819200,3,1,96,0,2,5.4,48.96
