oid,relname,relkind,size,size_pretty
16411,customer,r,43235205120,40 GB
16458,customer_i1,i,2254471168,2150 MB
16443,customer_i2,i,4170235904,3977 MB
16416,district,r,651485184,621 MB
16447,district_i1,i,13565952,13 MB
16419,history,r,9517637632,9077 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1278328832,1219 MB
16446,new_order_i1,i,1085071360,1035 MB
16428,order_line,r,134833831936,126 GB
16442,order_line_i1,i,50856247296,47 GB
16431,orders,r,7988740096,7619 MB
16441,orders_i1,i,4811816960,4589 MB
16456,orders_i2,i,4905869312,4679 MB
16434,stock,r,82554068992,77 GB
16445,stock_i1,i,5478055936,5224 MB
16437,warehouse,r,25780224,25 MB
16440,warehouse_i1,i,1146880,1120 kB
