oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2140127232,41827,1255,259990,0,0,79.66,11.58
16442,customer_i2,4,3,4029440000,16948,3792,488082,0,0,78.24,13.27
16444,district_i1,4,2,11829248,412,7,1436,0,0,3.71,50.21
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,963657728,42442,605,80010,0,37018,85.12,11.1
16450,order_line_i1,4,3,49481129984,41827,35613,6004563,0,0,79.98,21.45
16452,orders_i1,4,3,4816396288,41827,2917,585021,0,0,73.14,19.42
16454,orders_i2,4,3,5070159872,41827,3148,615767,0,0,69.7,35.55
16456,stock_i1,4,3,5467611136,81517,2392,665040,0,0,74.08,17.83
16458,warehouse_i1,4,1,1384448,3,1,165,0,2,3.27,51.52
