oid,relname,relkind,size,size_pretty
16411,customer,r,43361452032,40 GB
16441,customer_i1,i,2241388544,2138 MB
16458,customer_i2,i,4040499200,3853 MB
16416,district,r,83640320,80 MB
16442,district_i1,i,12124160,12 MB
16419,history,r,9406496768,8971 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1274658816,1216 MB
16443,new_order_i1,i,1132396544,1080 MB
16428,order_line,r,133854609408,125 GB
16445,order_line_i1,i,48290193408,45 GB
16431,orders,r,7876968448,7512 MB
16456,orders_i1,i,4709318656,4491 MB
16446,orders_i2,i,4713766912,4495 MB
16434,stock,r,82982707200,77 GB
16447,stock_i1,i,5457190912,5204 MB
16437,warehouse,r,33759232,32 MB
16444,warehouse_i1,i,1056768,1032 kB
