relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
3541,pg_catalog,pg_range,0,0,9,0,0,0,0,0,6,0,0,2020-11-10 23:55:21.289283+00,,2020-11-10 23:55:08.673273+00,,1,0,1,0
3600,pg_catalog,pg_ts_dict,0,0,0,0,0,0,0,0,23,0,0,2020-11-10 23:55:21.287532+00,,2020-11-10 23:55:08.673849+00,,1,0,1,0
3764,pg_catalog,pg_ts_template,0,0,0,0,0,0,0,0,5,0,0,2020-11-10 23:55:21.289003+00,,2020-11-10 23:55:08.674064+00,,1,0,1,0
1213,pg_catalog,pg_tablespace,58,115,721,505,0,0,0,0,2,0,0,2020-11-10 23:55:21.281781+00,,2020-11-10 23:55:08.672169+00,,3,0,3,0
1259,pg_catalog,pg_class,354,115417,10403,9671,22,14,0,14,410,0,0,2020-11-10 23:55:21.268905+00,,2020-11-10 23:55:08.666044+00,,1,0,1,0
2617,pg_catalog,pg_operator,0,0,2447,5990,0,0,0,0,778,0,0,2020-11-10 23:55:21.26865+00,,2020-11-10 23:55:08.664292+00,,1,0,1,0
2603,pg_catalog,pg_amproc,8,20,1008,1823,0,0,0,0,449,0,0,2020-11-10 23:55:21.276476+00,,2020-11-10 23:55:08.668815+00,,1,0,1,0
2336,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.303118+00,,,,1,0,0,0
2609,pg_catalog,pg_description,0,0,6,2,3,2,0,2,4653,0,0,2020-11-10 23:55:21.262873+00,,2020-11-10 23:55:08.661825+00,,1,0,1,0
2611,pg_catalog,pg_inherits,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.294004+00,,2020-11-10 23:55:08.675068+00,,1,0,1,0
16428,public,stock,3,200000000,0,0,200000000,0,0,0,200000000,0,0,2020-11-11 00:12:37.889041+00,,2020-11-10 23:55:09.966431+00,,1,0,1,0
4143,pg_toast,pg_toast_826,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.307185+00,,,,1,0,0,0
1418,pg_catalog,pg_user_mapping,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.302762+00,,2020-11-10 23:55:08.675514+00,,1,0,1,0
6106,pg_catalog,pg_publication_rel,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.300982+00,,2020-11-10 23:55:08.675151+00,,1,0,1,0
6000,pg_catalog,pg_replication_origin,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.30335+00,,2020-11-10 23:55:08.675772+00,,3,0,3,0
4145,pg_toast,pg_toast_3466,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.302602+00,,,,1,0,0,0
2619,pg_catalog,pg_statistic,2,912,2689,3317,92,410,0,0,502,0,502,2020-11-10 23:55:21.267138+00,,,,1,0,0,0
2995,pg_catalog,pg_largeobject_metadata,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.294647+00,,2020-11-10 23:55:08.675167+00,,1,0,1,0
4177,pg_toast,pg_toast_1262,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.281497+00,,,,3,0,0,0
6102,pg_catalog,pg_subscription_rel,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.308161+00,,2020-11-10 23:55:08.675126+00,,1,0,1,0
4169,pg_toast,pg_toast_3600,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.288043+00,,,,1,0,0,0
2618,pg_catalog,pg_rewrite,0,0,2301,2317,1,0,0,0,129,0,0,2020-11-10 23:55:21.269421+00,,2020-11-10 23:55:08.664908+00,,1,0,1,0
4060,pg_toast,pg_toast_3592,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.307083+00,,,,3,0,0,0
16413,public,history,0,0,,,60000000,0,0,0,60000000,0,0,2020-11-10 23:57:09.925845+00,,2020-11-10 23:55:21.123914+00,,1,0,1,0
3596,pg_catalog,pg_seclabel,0,0,1,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.304281+00,,2020-11-10 23:55:08.675918+00,,1,0,1,0
2604,pg_catalog,pg_attrdef,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.302078+00,,2020-11-10 23:55:08.675076+00,,1,0,1,0
4171,pg_toast,pg_toast_1247,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.269711+00,,,,1,0,0,0
16404,public,customer,6,120000000,0,0,60000000,0,0,0,60000000,0,0,2020-11-11 00:05:39.289452+00,,2020-11-10 23:55:09.030652+00,,1,0,1,0
3592,pg_catalog,pg_shseclabel,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.307001+00,,2020-11-10 23:55:08.675935+00,,3,0,3,0
3603,pg_catalog,pg_ts_config_map,0,0,0,0,0,0,0,0,437,0,0,2020-11-10 23:55:21.276415+00,,2020-11-10 23:55:08.669002+00,,1,0,1,0
4157,pg_toast,pg_toast_2612,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.281006+00,,,,1,0,0,0
4155,pg_toast,pg_toast_3394,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.279577+00,,,,1,0,0,0
1417,pg_catalog,pg_foreign_server,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 23:55:21.308034+00,,2020-11-10 23:55:08.676+00,,1,0,1,0
16431,public,warehouse,1,2000,0,0,2000,0,0,0,2000,0,0,2020-11-10 23:55:21.266072+00,,2020-11-10 23:55:08.663865+00,,1,0,1,0
16410,public,district,1,20000,0,0,20000,0,0,0,20000,0,0,2020-11-10 23:55:21.268523+00,,2020-11-10 23:55:08.724462+00,,1,0,1,0
